place_name,place_id,categories,number,rating,address,lat,lng,photos,tourist,museum,amusement_park,natural,tour,zoo,photo_reference,photo_url
St. Augustine Alligator Farm Zoological Park,ChIJ0UaxcHon5IgRtIDfdNZ5UsQ,"['zoo', 'tourist_attraction', 'point_of_interest', 'establishment']",5350,4.7,"999 Anastasia Blvd, St. Augustine, FL 32080, United States",29.8818461,-81.2885721,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100309923982402173408"">ayman shabaka</a>'], 'photo_reference': 'CmRaAAAAn5YHGg0Fggl5Xeyt1mTKK3RK2sLi9IaNLdgk4cviC7frFQSCiU_hiLD4an07Z3vCfiTZNN0L5og-eQM2OdTGdgkgGuLAOMQBy33Xww5zuNYYafVmft2bYsHYpUzftqPuEhDRH5vw87CkO6lP_Bsa1mu3GhTa7aNgteDliHmw3FIKpyUdUJVyHw', 'width': 4032}]",1,0,1,0,0,1,CmRaAAAAn5YHGg0Fggl5Xeyt1mTKK3RK2sLi9IaNLdgk4cviC7frFQSCiU_hiLD4an07Z3vCfiTZNN0L5og-eQM2OdTGdgkgGuLAOMQBy33Xww5zuNYYafVmft2bYsHYpUzftqPuEhDRH5vw87CkO6lP_Bsa1mu3GhTa7aNgteDliHmw3FIKpyUdUJVyHw,https://lh3.googleusercontent.com/p/AF1QipOkBK6mr3I_mn4Qj8SE9SNZ2YYURE1AoFhTP3-S=s1600-w500-h500
St Augustine Lighthouse & Maritime Museum,ChIJS3j7AnEn5IgRj0GbuJwbvpg,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",6208,4.7,"81 Lighthouse Avenue (use 100 Red Cox Road for gps, St. Augustine, FL 32080, United States",29.885464000000002,-81.28836700000001,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111995323403454071806"">Abelardo Pendas</a>'], 'photo_reference': 'CmRaAAAA-JElVDB0mde2fpO8T9fioEZnnsB1Py5wL7bC2QNYrey5xeHvFHbCxDhWdzOFeJrleidyXQmHmxb1fpUWDemb5jwhNqzDTN4yrKqL3czdJ06Hw2sSrYpe_xe1sYxqxW_mEhBNYBmEJERAMDr0v04SFSdWGhSFnrBEnZV9EsEnA6TyqnWfojxeAw', 'width': 3456}]",1,1,1,0,0,0,CmRaAAAA-JElVDB0mde2fpO8T9fioEZnnsB1Py5wL7bC2QNYrey5xeHvFHbCxDhWdzOFeJrleidyXQmHmxb1fpUWDemb5jwhNqzDTN4yrKqL3czdJ06Hw2sSrYpe_xe1sYxqxW_mEhBNYBmEJERAMDr0v04SFSdWGhSFnrBEnZV9EsEnA6TyqnWfojxeAw,https://lh3.googleusercontent.com/p/AF1QipNMP4F4JVyb6Yg6fQkkY2Qqc-tpCluEr0VplSN_=s1600-w500-h500
Lincolnville Museum & Cultural Center,ChIJ8aeWYJIn5IgRJZRwRt1jgcQ,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",63,4.7,"102 M L King Ave, St. Augustine, FL 32084, United States",29.885756,-81.31496899999999,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106407298184925420140"">Sharon Buckner</a>'], 'photo_reference': 'CmRaAAAAqhuGRfE4QKrsE3tT_uJ3kswhhC3Y1VkBsbo5Xem_I7wMVGS8mO2NSW6tRT1NNG8EhFmTMyX2o7F5QcmeGmDfw7wECXmJaD4NJFXJgDq6VbOiu06XfhWXsd_e0WoJFXKVEhCOPbCNVJv0OqVn9zJL7-JGGhQIxulgQDsXIccbaA2Dcre5BatXXA', 'width': 2988}]",1,1,1,0,0,0,CmRaAAAAqhuGRfE4QKrsE3tT_uJ3kswhhC3Y1VkBsbo5Xem_I7wMVGS8mO2NSW6tRT1NNG8EhFmTMyX2o7F5QcmeGmDfw7wECXmJaD4NJFXJgDq6VbOiu06XfhWXsd_e0WoJFXKVEhCOPbCNVJv0OqVn9zJL7-JGGhQIxulgQDsXIccbaA2Dcre5BatXXA,https://lh3.googleusercontent.com/p/AF1QipNiCgocd9hCpHe41d-W8NozEI_vZ58GzEpZeoY6=s1600-w500-h500
Gonzalez-Alvarez House,ChIJFd0zH5En5IgRIjpgMRGpZl0,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",199,4.6,"14 St Francis St, St. Augustine, FL 32084, United States",29.888051,-81.3100289,"[{'height': 2368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115523328707480334409"">A Google User</a>'], 'photo_reference': 'CmRaAAAA9DtScgeQVhRxUjuE5GhF83PcVzlokqXIH65KVFJFBHpgvd_8Es4vV7Uf8r0h-sg3FP5PHX2VowC_2O9avznk68Fp8NDx3QpstanJ2ODXguDyPAecCZydvi9Hn98TzLqmEhBKHEvqFie-nym6RiJkAtmgGhSlkLJJeLxCTDESX6dOtgRozFZRAg', 'width': 4208}]",1,1,1,0,0,0,CmRaAAAA9DtScgeQVhRxUjuE5GhF83PcVzlokqXIH65KVFJFBHpgvd_8Es4vV7Uf8r0h-sg3FP5PHX2VowC_2O9avznk68Fp8NDx3QpstanJ2ODXguDyPAecCZydvi9Hn98TzLqmEhBKHEvqFie-nym6RiJkAtmgGhSlkLJJeLxCTDESX6dOtgRozFZRAg,https://lh3.googleusercontent.com/p/AF1QipNQeqx-6Y451GnO1lGLl1zYekowyd0wfNeVIlL2=s1600-w500-h500
Oldest House Museum Complex,ChIJcalEI5En5IgR2SdCcAdQIYY,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",149,4.6,"271 Charlotte St, St. Augustine, FL 32084, United States",29.8880674,-81.3102369,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118075415869872264209"">John Wallace</a>'], 'photo_reference': 'CmRaAAAAhPuwVcDcoBYRw2cKgUWhrc7upL_oxmNrvcVRJ7j_tOaNWwc4eoxKSymDepmay4spu2YTMgacaOs_UnEBBLmyRUOhToamhFl-MljcU6q6KDgxPcFpXf-2ViXUGtztZxX7EhCFz8qEJ_qhwVH3q9IQrv0LGhRJIO113vNYh7pBcfHXJ5424_kFTw', 'width': 4160}]",1,1,1,0,0,0,CmRaAAAAhPuwVcDcoBYRw2cKgUWhrc7upL_oxmNrvcVRJ7j_tOaNWwc4eoxKSymDepmay4spu2YTMgacaOs_UnEBBLmyRUOhToamhFl-MljcU6q6KDgxPcFpXf-2ViXUGtztZxX7EhCFz8qEJ_qhwVH3q9IQrv0LGhRJIO113vNYh7pBcfHXJ5424_kFTw,https://lh3.googleusercontent.com/p/AF1QipM4iCeqHTzsHL2_He-czqvm0yThpEAuMUFtlVAT=s1600-w500-h500
ACCORD Civil Rights Museum,ChIJqVetk5Mn5IgR-mmmTYxu25g,"['museum', 'tourist_attraction', 'travel_agency', 'point_of_interest', 'establishment']",6,4.2,"79 Bridge St, St. Augustine, FL 32084, United States",29.888971,-81.314024,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107418006974758725454"">ACCORD Civil Rights Museum .</a>'], 'photo_reference': 'CmRaAAAA-E0h1taxAUrqR-WqlkYfFrnQLbNozO4vFVi0vHdQuCl9wNvzYuLprVPskCagICGg0MpRe8GJBf2BEn-Wecfr3a96smanyz5qbXJHat1XJS7NEkNy54o_QSmAk0IO7UZMEhC0ADw5P_P4jIffpyO04DjiGhRwBAZ0El7uTJjrwhoxLOy2RmRAWw', 'width': 1536}]",1,1,1,0,1,0,CmRaAAAA-E0h1taxAUrqR-WqlkYfFrnQLbNozO4vFVi0vHdQuCl9wNvzYuLprVPskCagICGg0MpRe8GJBf2BEn-Wecfr3a96smanyz5qbXJHat1XJS7NEkNy54o_QSmAk0IO7UZMEhC0ADw5P_P4jIffpyO04DjiGhRwBAZ0El7uTJjrwhoxLOy2RmRAWw,https://lh3.googleusercontent.com/p/AF1QipPA1_IwczRnAIeMutEs3OpxRXtVLLjCCC4BRNn8=s1600-w500-h500
Father Miguel O'Reilly House Museum,ChIJl5TrUfAn5IgR8nxw6spI39o,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",42,4.9,"32 Aviles St, St. Augustine, FL 32084, United States",29.890406800000004,-81.31131059999998,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110529578214512697305"">Elisabeth Seaton</a>'], 'photo_reference': 'CmRaAAAAN1ptanLBTgmjUHn2p5QRUICL85P4UIEZ5Du7Belnslb5EWQkLtqdUF6nUAZgQg4ofZmGJKBo_DH38ZxTvRxyNBxgxopdC-D3_1lG-3ujkSRc_8-oYRVtSymh75HUeiCTEhA7ax3GUFcbe0mX2ULqhBcHGhT-5aUjqTYQ1vCCNJaO8U55RtBPDQ', 'width': 3024}]",1,1,1,0,0,0,CmRaAAAAN1ptanLBTgmjUHn2p5QRUICL85P4UIEZ5Du7Belnslb5EWQkLtqdUF6nUAZgQg4ofZmGJKBo_DH38ZxTvRxyNBxgxopdC-D3_1lG-3ujkSRc_8-oYRVtSymh75HUeiCTEhA7ax3GUFcbe0mX2ULqhBcHGhT-5aUjqTYQ1vCCNJaO8U55RtBPDQ,https://lh3.googleusercontent.com/p/AF1QipNiYJJComK92iaQbvi1gw-ZhW30BpN-ga4nL3f3=s1600-w500-h500
Lightner Museum,ChIJM47eEpQn5IgRsxOMPGD46qE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",2230,4.6,"75 King St, St. Augustine, FL 32084, United States",29.8907544,-81.3137664,"[{'height': 873, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114205235859686453889"">A Google User</a>'], 'photo_reference': 'CmRaAAAAPWSlRnkjtajk1dOGoDjrB87RM2ZdFvkDUo9dm_LVuATVPAFqDXE9rfHpCfpSBBkv5TLRRHok9djcdEFpcHYMrIdOaMT1BS0aBdwC9fzgElHyaTs3DbWBYutyPBvPMTVUEhB5AYcAeItObi_LNtgxnE4lGhTUC8r6-owPeY5pXR9w07sMHuKR9g', 'width': 1200}]",1,1,1,0,0,0,CmRaAAAAPWSlRnkjtajk1dOGoDjrB87RM2ZdFvkDUo9dm_LVuATVPAFqDXE9rfHpCfpSBBkv5TLRRHok9djcdEFpcHYMrIdOaMT1BS0aBdwC9fzgElHyaTs3DbWBYutyPBvPMTVUEhB5AYcAeItObi_LNtgxnE4lGhTUC8r6-owPeY5pXR9w07sMHuKR9g,https://lh3.googleusercontent.com/p/AF1QipOpMtOYyKlm_zpVXqYAA2ATwHOZ0Oh1XQ5nKDyn=s1600-w500-h500
Ximenez-Fatio House Museum,ChIJjRhDvZYn5IgR_HXBlkov5W8,"['museum', 'point_of_interest', 'store', 'establishment']",74,4.7,"20 Aviles St, St. Augustine, FL 32084, United States",29.891073100000003,-81.3116863,"[{'height': 3390, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104758913342967861098"">Christine McFaul</a>'], 'photo_reference': 'CmRaAAAA7HgzWD1eyho7QsnbJ9CCWQNZ5sU9WVhv_SWbo61Sd723iM3KLqAyh2Gq8NW2-8MA9QfxmHQnWjxf8SarokEcC8e5-ZNLjfGRnhnNlwiKL6koyYRk3XrydkgS8_XRXmIpEhDymoQvOF5J4q6YG1iAa6fWGhTqUBfbmVuh2jA0JqfC2NqDGUrIBg', 'width': 5174}]",0,1,0,0,0,0,CmRaAAAA7HgzWD1eyho7QsnbJ9CCWQNZ5sU9WVhv_SWbo61Sd723iM3KLqAyh2Gq8NW2-8MA9QfxmHQnWjxf8SarokEcC8e5-ZNLjfGRnhnNlwiKL6koyYRk3XrydkgS8_XRXmIpEhDymoQvOF5J4q6YG1iAa6fWGhTqUBfbmVuh2jA0JqfC2NqDGUrIBg,https://lh3.googleusercontent.com/p/AF1QipP0yVEexGvYCrDV4ShUC9aNT_v_uDt7OkUzQVh5=s1600-w500-h500
Whetstone Chocolates Store and Tasting Tour,ChIJEUOcbusn5IgReuoho3Py_wM,"['food', 'point_of_interest', 'store', 'establishment']",1450,4.5,"139 King St, St. Augustine, FL 32084, United States",29.891202399999997,-81.3197848,"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116781304628756013305"">Whetstone Chocolates</a>'], 'photo_reference': 'CmRaAAAA4K__6kqw65h7dQOKu7ZvhPhD1GM_0OlJ8pK9qWoA4a1qdc8UXF6fPYIMSUL06K1upPeuJPGNiclSr9kLhVqIiddQOU4-xGm742XkqRiPxWonLuHckXcJCEvxWtO9AmHYEhALQGe_6TmL6wBAEavwBK6eGhSu2SF4wOti5pLy1lJKpJa0igpGjw', 'width': 2048}]",0,0,0,0,0,0,CmRaAAAA4K__6kqw65h7dQOKu7ZvhPhD1GM_0OlJ8pK9qWoA4a1qdc8UXF6fPYIMSUL06K1upPeuJPGNiclSr9kLhVqIiddQOU4-xGm742XkqRiPxWonLuHckXcJCEvxWtO9AmHYEhALQGe_6TmL6wBAEavwBK6eGhSu2SF4wOti5pLy1lJKpJa0igpGjw,https://lh3.googleusercontent.com/p/AF1QipNSQFhTFxcNS3XP9-NYuDf86rGXD3Urq24TQq74=s1600-w500-h500
Grande Royal Escape,ChIJmXsbtJQn5IgR5z5C17e-pio,"['point_of_interest', 'establishment']",56,4.5,"4320, 113 King St, St. Augustine, FL 32084, United States",29.891237300000004,-81.3176156,"[{'height': 397, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100698720979603311099"">Grande Royal Escape</a>'], 'photo_reference': 'CmRaAAAAIWlCWvGdYFqkJ-ToTQxFfQ3G9TLopztqMy2uGEFhNL2jLNdyIPs7JlsNM7Yky54vStTFYDnYNtNCRNoN2gDChLZyQuq70WYYsEOKfHRtWlGPXSyyXmZFoLtp7Do_ZwUyEhBG6HH7RI2lp2XUtuWfhgvWGhSlAz3LqtN1bm-zw0DA1WgvyoPL-A', 'width': 1000}]",0,0,0,0,0,0,CmRaAAAAIWlCWvGdYFqkJ-ToTQxFfQ3G9TLopztqMy2uGEFhNL2jLNdyIPs7JlsNM7Yky54vStTFYDnYNtNCRNoN2gDChLZyQuq70WYYsEOKfHRtWlGPXSyyXmZFoLtp7Do_ZwUyEhBG6HH7RI2lp2XUtuWfhgvWGhSlAz3LqtN1bm-zw0DA1WgvyoPL-A,https://lh3.googleusercontent.com/p/AF1QipMvEmwe6fnxASorGpUQgObs4vVetKhavKP6frjk=s1600-w500-h397
Villa Zorayda Museum,ChIJ8WFxX5Qn5IgRGlZQmbqM4qM,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",298,4.4,"83 King St, St. Augustine, FL 32084, United States",29.891579999999998,-81.31513100000001,"[{'height': 1728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117461102392818085144"">Villa Zorayda Museum</a>'], 'photo_reference': 'CmRaAAAAziVVKEOn5J0lkXBOcwPl3xMioDxjinnvNUeRyvYO-N8OF02He2xg30POJp3VhXuw9gi8NCF8i7LiakdTeJwecBLGDrGpSJP34T-Y-M6qheWqUAkj4gU1WLn8PFbNAci7EhD-gRbRP6GM21rvc7dwXw0iGhQeIsLrys-gzjMlZCG_-fTDE49HlA', 'width': 2592}]",1,1,1,0,0,0,CmRaAAAAziVVKEOn5J0lkXBOcwPl3xMioDxjinnvNUeRyvYO-N8OF02He2xg30POJp3VhXuw9gi8NCF8i7LiakdTeJwecBLGDrGpSJP34T-Y-M6qheWqUAkj4gU1WLn8PFbNAci7EhD-gRbRP6GM21rvc7dwXw0iGhQeIsLrys-gzjMlZCG_-fTDE49HlA,https://lh3.googleusercontent.com/p/AF1QipNLIxvrT-vkNTnFKM7WcDH1fb7a01df1jmuOfX6=s1600-w500-h500
Ghost Tours of St. Augustine Inc.,ChIJ0d-oQr4n5IgRuf6Zwgm0gOg,"['travel_agency', 'point_of_interest', 'establishment']",162,3.9,"4 Granada St, St. Augustine, FL 32084, United States",29.891667100000003,-81.3146716,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116322615885705353315"">Luiz Dalpian</a>'], 'photo_reference': 'CmRaAAAA9iEWC975msD8bTqfCiEgOYWomw4mxiOGguWLLCX91VB07PRcEyh58cjgIsHL4kDy3VPe-o3hOvl0bEF8vMCikYcnfKl60ByaLk8958mq9Wb8EM_ftpQQdzCIPZcuU-d6EhABE14Lfbes0uEDYdFrW2xQGhT-3oWtGOyQyZoT9-Drymt5ZB9Mfg', 'width': 3024}]",0,0,0,0,1,0,CmRaAAAA9iEWC975msD8bTqfCiEgOYWomw4mxiOGguWLLCX91VB07PRcEyh58cjgIsHL4kDy3VPe-o3hOvl0bEF8vMCikYcnfKl60ByaLk8958mq9Wb8EM_ftpQQdzCIPZcuU-d6EhABE14Lfbes0uEDYdFrW2xQGhT-3oWtGOyQyZoT9-Drymt5ZB9Mfg,https://lh3.googleusercontent.com/p/AF1QipPtDjeB0XpOoASHWdGuHqfi0YnFfi2nYFhCZ62f=s1600-w500-h500
Spanish Military Hospital Museum,ChIJaXSQbL4n5IgRxHmsY-feWgY,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",291,4.6,"3 Aviles St, St. Augustine, FL 32084, United States",29.891864399999996,-81.31157569999999,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117153214615984392133"">Spanish Military Hospital Museum</a>'], 'photo_reference': 'CmRaAAAAdgNPagDfu72HD7Hq1-ezq71srMSGpBMjUXrMGcvlo_qgr2rHs-eOB-t-rzG2g80dQJU8Vh4aIGa2vv9udiTY0-u6HNxMrlZqDg59xg_p8gRNhV65pOdidLMhWGBU_3DVEhAaoC0K3fqt6dvUwb0mmU6xGhTnhyg7P4gEVuy4X0ggm3dyj_3zuQ', 'width': 2048}]",1,1,1,0,0,0,CmRaAAAAdgNPagDfu72HD7Hq1-ezq71srMSGpBMjUXrMGcvlo_qgr2rHs-eOB-t-rzG2g80dQJU8Vh4aIGa2vv9udiTY0-u6HNxMrlZqDg59xg_p8gRNhV65pOdidLMhWGBU_3DVEhAaoC0K3fqt6dvUwb0mmU6xGhTnhyg7P4gEVuy4X0ggm3dyj_3zuQ,https://lh3.googleusercontent.com/p/AF1QipPebNkfF4Y1egUBmVzDpMR5aDqssH4isza5eSyu=s1600-w500-h500
Crisp-Ellert Art Museum,ChIJ26ZI55Qn5IgRl61L8X-hl7M,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",7,4.9,"48 Sevilla St, St. Augustine, FL 32084, United States",29.8924739,-81.316463,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102929384512672268204"">Wayne DeVoe</a>'], 'photo_reference': 'CmRaAAAAON3WCo0yq021iM9avo9zNvH6kMLtJPmaCxoXpWdrpc63zUrTczb2HkfF9G930dKcNLXdSw0rX8z9QlQGZvrRLayKhTw0XbGC_buN5PKd1qvTn8_292so_wcIBaWjqh_mEhC6MX-48q2wKlqOP1QyvCQUGhRI1t9rK7A2NkKaV6byIVzLlVwsxg', 'width': 5472}]",1,1,1,0,0,0,CmRaAAAAON3WCo0yq021iM9avo9zNvH6kMLtJPmaCxoXpWdrpc63zUrTczb2HkfF9G930dKcNLXdSw0rX8z9QlQGZvrRLayKhTw0XbGC_buN5PKd1qvTn8_292so_wcIBaWjqh_mEhC6MX-48q2wKlqOP1QyvCQUGhRI1t9rK7A2NkKaV6byIVzLlVwsxg,https://lh3.googleusercontent.com/p/AF1QipMbGjejbhItLv1ZGWVbK9o4Ylh6us8yX8saOpLn=s1600-w500-h500
Governor's House Cultural Center and Museum,ChIJD2IWLZQn5IgRYHICkrzBgdo,"['library', 'tourist_attraction', 'museum', 'travel_agency', 'university', 'point_of_interest', 'establishment']",50,4.3,"48 King St, St. Augustine, FL 32084, United States",29.8925463,-81.3130929,"[{'height': 3404, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109884204364871874781"">A Google User</a>'], 'photo_reference': 'CmRaAAAAlXGiYfiS7mDZFAIu1gZlWwVdod_506Se-XMwJfoPYOjryHEGsD2vxFO0whDBy5Qx8Fy0hwXqo4IpXWaGfxcDzyM240dQjcTurwfUlmaKvfFdCoYh-HZJ9YPWLZh5WAkCEhCz2hGDZRtAu0uDrkOzHJraGhQ4YFQ_DXH9t2sgx9vNyndQp1kCMw', 'width': 5100}]",1,1,1,0,1,0,CmRaAAAAlXGiYfiS7mDZFAIu1gZlWwVdod_506Se-XMwJfoPYOjryHEGsD2vxFO0whDBy5Qx8Fy0hwXqo4IpXWaGfxcDzyM240dQjcTurwfUlmaKvfFdCoYh-HZJ9YPWLZh5WAkCEhCz2hGDZRtAu0uDrkOzHJraGhQ4YFQ_DXH9t2sgx9vNyndQp1kCMw,https://lh3.googleusercontent.com/p/AF1QipM57hvcRR0XbL4a4n7MkOafWOXwK6gFJfwDk2Ju=s1600-w500-h500
Colonial Quarter,ChIJaXSQbL4n5IgR41hDG9udv2o,"['tourist_attraction', 'museum', 'point_of_interest', 'store', 'establishment']",239,4.5,"43 St George St, St. Augustine, FL 32084, United States",29.896240000000002,-81.313052,"[{'height': 664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113124173137077837509"">Colonial Quarter</a>'], 'photo_reference': 'CmRaAAAABcfuFeLLI7pnqX0wRH5JuTHSS5GTBWvAavhrpkw6XUtvKW8JmPH1bdqy5ntR9XkFSfj0AtXAST0GtGhZnjEMNsBvcV1G1hIMdGlmJVSaqe7ZvimBey1mJVezJ25_40HhEhD281zJBzb0g7CmRS9ygntZGhT5_gp8D7b8GRtwTANgRHngfY8rTA', 'width': 1000}]",1,1,1,0,0,0,CmRaAAAABcfuFeLLI7pnqX0wRH5JuTHSS5GTBWvAavhrpkw6XUtvKW8JmPH1bdqy5ntR9XkFSfj0AtXAST0GtGhZnjEMNsBvcV1G1hIMdGlmJVSaqe7ZvimBey1mJVezJ25_40HhEhD281zJBzb0g7CmRS9ygntZGhT5_gp8D7b8GRtwTANgRHngfY8rTA,https://lh3.googleusercontent.com/p/AF1QipM912qtQ2G9rPZHUYb-1R3IoxNUPyXETI0_ksp-=s1600-w500-h500
St. Augustine Pirate & Treasure Museum,ChIJhWfXcr4n5IgR1WRYtp4Qd7w,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",2036,4.6,"12 S Castillo Dr, St. Augustine, FL 32084, United States",29.897016999999998,-81.312966,"[{'height': 584, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116737602701618442427"">St. Augustine Pirate &amp; Treasure Museum</a>'], 'photo_reference': 'CmRaAAAA_X4_dYYwvXWqCkm5Be54zuEM_p81jr-jwGtYd3WVtnVPfryIG_TngOhPelVb01hDBAM3etpTSy21h19NOVDPfG4M6bI-9qfY_cWAHmsXqlxtx6WITYAdgAGl3Tqkc3toEhAvPx1Eth_Rb8DrGb1dsFKsGhRuUxL1cOF_D-D2eQO1_STX2y_0PQ', 'width': 754}]",1,1,1,0,0,0,CmRaAAAA_X4_dYYwvXWqCkm5Be54zuEM_p81jr-jwGtYd3WVtnVPfryIG_TngOhPelVb01hDBAM3etpTSy21h19NOVDPfG4M6bI-9qfY_cWAHmsXqlxtx6WITYAdgAGl3Tqkc3toEhAvPx1Eth_Rb8DrGb1dsFKsGhRuUxL1cOF_D-D2eQO1_STX2y_0PQ,https://lh3.googleusercontent.com/p/AF1QipN9PQ95iiH1M0dhydU6UmOJZJxNQRWnUwshv_ML=s1600-w500-h500
Oldest Wooden School House,ChIJ6eJyar4n5IgRoPJCmk7brfA,"['tourist_attraction', 'point_of_interest', 'establishment']",964,4.5,"14 St George St, St. Augustine, FL 32084, United States",29.897348699999995,-81.31356190000001,"[{'height': 536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115149612988269068192"">Gary Rodriguez</a>'], 'photo_reference': 'CmRaAAAAdgj2N2JSK0T2PO49KlI_rS1nj3wYlCCmSR7l3gle_FOmXt5IfUPAjshC57NrKr9rCjA7w-36uM2e5t966Z-7mC3KPvcEV1EHcMExqb6crL8ySly0vp2tU4y_eZ6tdgzBEhC0dwjGzr3jyIt8rZGIhLmbGhRsNWjTdhIyVmhtKWkMyhohf4A5Pg', 'width': 833}]",1,0,1,0,0,0,CmRaAAAAdgj2N2JSK0T2PO49KlI_rS1nj3wYlCCmSR7l3gle_FOmXt5IfUPAjshC57NrKr9rCjA7w-36uM2e5t966Z-7mC3KPvcEV1EHcMExqb6crL8ySly0vp2tU4y_eZ6tdgzBEhC0dwjGzr3jyIt8rZGIhLmbGhRsNWjTdhIyVmhtKWkMyhohf4A5Pg,https://lh3.googleusercontent.com/p/AF1QipNS3b_GUXgzXlCKSfvP_QYVC4P4qZAEgr3ne-2B=s1600-w500-h500
Ancient City Tours,ChIJa6jbj5Yn5IgRacg3K1WhY2U,"['travel_agency', 'point_of_interest', 'establishment']",9,4.1,"11C St George St, St. Augustine, FL 32084, United States",29.8974093,-81.3131416,"[{'height': 2218, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102119407223795980905"">A Google User</a>'], 'photo_reference': 'CmRaAAAAr3mVWfquW8VX6hYxboLk4R2KrtxqjJCDGLzT_gsa9OQ4H_htlinPJImjYPYDDYprvTNYOhNAwXyt_E1bOgnmFVM7f89WH0m6QaxjiFIMbEQQOzi5nTpl-LlTyF-cpIgIEhCEgkft_wvM02QOPue68AXSGhQXUp6ta3LWvnNkyfFZAkKhCHWZSQ', 'width': 3024}]",0,0,0,0,1,0,CmRaAAAAr3mVWfquW8VX6hYxboLk4R2KrtxqjJCDGLzT_gsa9OQ4H_htlinPJImjYPYDDYprvTNYOhNAwXyt_E1bOgnmFVM7f89WH0m6QaxjiFIMbEQQOzi5nTpl-LlTyF-cpIgIEhCEgkft_wvM02QOPue68AXSGhQXUp6ta3LWvnNkyfFZAkKhCHWZSQ,https://lh3.googleusercontent.com/p/AF1QipMzlS16LFzpGkDCkp6MQK6Pb69y9kCEU77Y8sAg=s1600-w500-h500
A Ghostly Encounter Walking Ghost Tours,ChIJx3HKS74n5IgRO9t76bMrK1c,"['travel_agency', 'school', 'point_of_interest', 'establishment']",57,4.3,"11 C St. George Corner of Orange Street &, Florida A1A, St. Augustine, FL 32084, United States",29.8975385,-81.31316609999999,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118161226191218015838"">A Ghostly Encounter Walking Ghost Tours</a>'], 'photo_reference': 'CmRaAAAAdjoULRAq0LvQhgNGClgFemf6BUycgs16gUhHYgRpCUB5QA9TetgTp3uTJ_1_py6wMuR0tlmC8ljoeytYXP9rij5l7w21LRV_dy1UnDkGX51ZZv-ESTqsUyHHGt_5Lx8bEhA52tf0Zp2hQfJk9e4NJ9jXGhQ2qw_x3ztdXiKSGkt1VY0BfHe_4A', 'width': 3024}]",0,0,0,0,1,0,CmRaAAAAdjoULRAq0LvQhgNGClgFemf6BUycgs16gUhHYgRpCUB5QA9TetgTp3uTJ_1_py6wMuR0tlmC8ljoeytYXP9rij5l7w21LRV_dy1UnDkGX51ZZv-ESTqsUyHHGt_5Lx8bEhA52tf0Zp2hQfJk9e4NJ9jXGhQ2qw_x3ztdXiKSGkt1VY0BfHe_4A,https://lh3.googleusercontent.com/p/AF1QipPoSLMxn7c6zsjoTYaapZoAaWDZJ3T3OloMrbkS=s1600-w500-h500
